,mouse_id,days,rel_days,rel_sess,metric,perf,perf_norm
930,86,2021-07-09,-7,-5,si_raw,4566.45,1.6527563130444851
931,86,2021-07-10,-6,-4,si_raw,5162.35,1.8684331488673256
932,86,2021-07-11,-5,-3,si_raw,1861.17,0.6736218434777572
933,86,2021-07-14,-2,-2,si_raw,1861.17,0.6736218434777572
934,86,2021-07-15,-1,-1,si_raw,1861.17,0.6736218434777572
935,86,2021-07-16,0,0,si_raw,4566.45,1.6527563130444851
936,86,2021-07-19,3,1,si_raw,1728.0,0.6254230110788185
937,86,2021-07-21,5,2,si_raw,5661.67,2.0491543397769756
938,86,2021-07-24,8,3,si_raw,2880.0,1.042371685131364
939,86,2021-07-27,11,4,si_raw,1393.16,0.5042328252977817
940,86,2021-07-30,14,5,si_raw,4566.45,1.6527563130444851
941,86,2021-08-02,17,6,si_raw,8338.42,3.017962814837871
942,86,2021-08-05,20,7,si_raw,8338.42,3.017962814837871
943,86,2021-08-08,23,8,si_raw,9685.27,3.505434448212586
944,86,2021-08-11,26,9,si_raw,7032.4,2.545268971707571
945,89,2021-06-17,-34,-26,blr,0.5030558705329895,0.631316145791673
946,89,2021-06-21,-30,-25,blr,0.6486486196517944,0.8140295552018715
947,89,2021-06-22,-29,-24,blr,0.41366562247276306,0.5191347556471703
948,89,2021-06-23,-28,-23,blr,0.5879120826721191,0.7378074918471262
949,89,2021-06-24,-27,-22,blr,0.6088881492614746,0.7641316643471527
950,89,2021-06-25,-26,-21,blr,0.44697219133377075,0.5609332434783493
951,89,2021-06-27,-24,-20,blr,0.5172619223594666,0.6491442050816005
952,89,2021-06-28,-23,-19,blr,0.49450549483299255,0.6205857467481758
953,89,2021-06-29,-22,-18,blr,0.6583780646324158,0.8262396417263567
954,89,2021-06-30,-21,-17,blr,0.632749080657959,0.7940762333833273
955,89,2021-07-01,-20,-16,blr,0.44678324460983276,0.5606961224655479
956,89,2021-07-02,-19,-15,blr,0.46545910835266113,0.5841336271406466
957,89,2021-07-03,-18,-14,blr,0.6158823370933533,0.7729091063046163
958,89,2021-07-04,-17,-13,blr,0.6956983804702759,0.8730752306431958
959,89,2021-07-05,-16,-12,blr,0.7418803572654724,0.931031869862004
960,89,2021-07-06,-15,-11,blr,0.4576447904109955,0.5743269528249365
961,89,2021-07-07,-14,-10,blr,0.7955555319786072,0.9983921898771319
962,89,2021-07-08,-13,-9,blr,0.47856536507606506,0.600581485052749
963,89,2021-07-09,-12,-8,blr,0.5779328942298889,0.7252839866968878
964,89,2021-07-10,-11,-7,blr,0.5469914674758911,0.6864536630134904
965,89,2021-07-11,-10,-6,blr,0.6897546648979187,0.8656160917550106
966,89,2021-07-14,-7,-5,blr,0.763131320476532,0.9577010272551031
967,89,2021-07-15,-6,-4,blr,0.6158730387687683,0.7728974372579296
968,89,2021-07-18,-3,-3,blr,0.5593907237052917,0.7020142619687018
969,89,2021-07-19,-2,-2,blr,0.658676028251648,0.8266135748314022
970,89,2021-07-20,-1,-1,blr,0.8219047784805298,1.031459500528897
971,89,2021-07-21,0,0,blr,0.9099292755126953,1.1419269246397006
972,89,2021-07-24,3,1,blr,0.23120880126953125,0.2901583260243877
973,89,2021-07-27,6,2,blr,0.42427244782447815,0.532445921448765
974,89,2021-07-30,9,3,blr,0.8365285992622375,1.049811844102334
975,89,2021-08-02,12,4,blr,0.6419191956520081,0.8055843818686552
976,89,2021-08-05,15,5,blr,0.722272515296936,0.9064247676613016
977,89,2021-08-08,18,6,blr,0.946453332901001,1.1877632392316142
978,89,2021-08-11,21,7,blr,0.8535714149475098,1.0711999350522803
979,89,2021-08-15,25,8,blr,0.8634487986564636,1.083595679101615
980,89,2021-08-17,27,9,blr,0.9793233275413513,1.2290138428803754
981,89,2021-06-17,-34,-26,dist,5.825262546539307,4.454055251632229
982,89,2021-06-21,-30,-25,dist,3.5675675868988037,2.727798621783942
983,89,2021-06-22,-29,-24,dist,8.762113571166992,6.6996015467559715
984,89,2021-06-23,-28,-23,dist,4.855311393737793,3.7124206915678273
985,89,2021-06-24,-27,-22,dist,4.257401466369629,3.2552526530938644
986,89,2021-06-25,-26,-21,dist,6.1645402908325195,4.7134704808443235
987,89,2021-06-27,-24,-20,dist,6.079436779022217,4.648399466330786
988,89,2021-06-28,-23,-19,dist,6.229090213775635,4.7628260113427805
989,89,2021-06-29,-22,-18,dist,3.4109983444213867,2.6080841795370575
990,89,2021-06-30,-21,-17,dist,3.187674045562744,2.4373281392381774
991,89,2021-07-01,-20,-16,dist,6.2105488777160645,4.748649116380772
992,89,2021-07-02,-19,-15,dist,5.564468860626221,4.254649735219276
993,89,2021-07-03,-18,-14,dist,3.075000047683716,2.351176449427453
994,89,2021-07-04,-17,-13,dist,2.9444568157196045,2.251361760690338
995,89,2021-07-05,-16,-12,dist,2.881909132003784,2.2035371627591447
996,89,2021-07-06,-15,-11,dist,5.743251323699951,4.391348632855464
997,89,2021-07-07,-14,-10,dist,1.8622223138809204,1.4238742049104083
998,89,2021-07-08,-13,-9,dist,4.599785327911377,3.517042851285038
999,89,2021-07-09,-12,-8,dist,3.9230899810791016,2.999634676248536
1000,89,2021-07-10,-11,-7,dist,4.300288200378418,3.288044288030677
1001,89,2021-07-11,-10,-6,dist,2.688311815261841,2.0555106766656324
1002,89,2021-07-14,-7,-5,dist,1.9165223836898804,1.4653925929940967
1003,89,2021-07-15,-6,-4,dist,2.9137210845947266,2.2278609066883415
1004,89,2021-07-18,-3,-3,dist,3.8523459434509277,2.9455430623852896
1005,89,2021-07-19,-2,-2,dist,2.4759488105773926,1.8931357538685307
1006,89,2021-07-20,-1,-1,dist,1.0071427822113037,0.7700716598459126
1007,89,2021-07-21,0,0,dist,0.4404761791229248,0.3367925862855568
1008,89,2021-07-24,3,1,dist,13.30717945098877,10.174805349039744
1009,89,2021-07-27,6,2,dist,5.5440144538879395,4.2390100868731615
1010,89,2021-07-30,9,3,dist,0.8253968358039856,0.6311068525791055
1011,89,2021-08-02,12,4,dist,2.1712119579315186,1.660130843265902
1012,89,2021-08-05,15,5,dist,2.8294882774353027,2.163455641845636
1013,89,2021-08-08,18,6,dist,0.2551587224006653,0.195096965746827
1014,89,2021-08-11,21,7,dist,1.2952381372451782,0.9903523113715343
1015,89,2021-08-15,25,8,dist,0.6382467746734619,0.48801000398866456
1016,89,2021-08-17,27,9,dist,0.08364661782979965,0.06395705849299943
1017,89,2021-06-17,-34,-26,si,0.510435,0.2808280852843116
1018,89,2021-06-21,-30,-25,si,0.982904,0.5407682630272043
1019,89,2021-06-22,-29,-24,si,0.480501,0.2643591756192209
1020,89,2021-06-23,-28,-23,si,0.706495,0.3886952072505603
1021,89,2021-06-24,-27,-22,si,0.497666,0.2738029129881419
1022,89,2021-06-25,-26,-21,si,0.229289,0.1261488550878261
1023,89,2021-06-27,-24,-20,si,0.966969,0.5320012397254998
1024,89,2021-06-28,-23,-19,si,0.9082,0.49966806166350625
1025,89,2021-06-29,-22,-18,si,0.671616,0.36950568696564345
1026,89,2021-06-30,-21,-17,si,0.598541,0.3293017191104786
1027,89,2021-07-01,-20,-16,si,0.28812,0.15851614394019975
1028,89,2021-07-02,-19,-15,si,0.174209,0.09584526905344391
1029,89,2021-07-03,-18,-14,si,0.944971,0.5198985112290522
1030,89,2021-07-04,-17,-13,si,0.963194,0.5299243327305871
1031,89,2021-07-05,-16,-12,si,1.09244,0.601032126496015
1032,89,2021-07-06,-15,-11,si,0.289368,0.15920276114010734
1033,89,2021-07-07,-14,-10,si,1.85026,1.0179650162668124
1034,89,2021-07-08,-13,-9,si,0.47657,0.2621964414743197
1035,89,2021-07-09,-12,-8,si,0.793979,0.4368266328248503
1036,89,2021-07-10,-11,-7,si,0.944221,0.5194858807002615
1037,89,2021-07-11,-10,-6,si,1.36049,0.748506277485778
1038,89,2021-07-14,-7,-5,si,1.37454,0.7562362227251221
1039,89,2021-07-15,-6,-4,si,1.03108,0.5672734475005594
1040,89,2021-07-18,-3,-3,si,1.25199,0.6888123943207368
1041,89,2021-07-19,-2,-2,si,1.72063,0.9466459556706439
1042,89,2021-07-20,-1,-1,si,2.26774,1.247651673812816
1043,89,2021-07-21,0,0,si,1.46445,0.8057023705165401
1044,89,2021-07-24,3,1,si,0.503747,0.27714852131557616
1045,89,2021-07-27,6,2,si,0.860553,0.47345391925645813
1046,89,2021-07-30,9,3,si,1.45242,0.7990837768347387
1047,89,2021-08-02,12,4,si,1.3072,0.7191875029801094
1048,89,2021-08-05,15,5,si,1.29605,0.713053062452089
1049,89,2021-08-08,18,6,si,1.33629,0.7351920657568011
1050,89,2021-08-11,21,7,si,2.30446,1.2678540645024043
1051,89,2021-08-15,25,8,si,1.24619,0.6856213848980894
1052,89,2021-08-17,27,9,si,1.42793,0.7856100146346294
1053,89,2021-06-17,-34,-26,si_norm,-6.90689,1.0
1054,89,2021-06-21,-30,-25,si_norm,-6.90689,1.0
1055,89,2021-06-22,-29,-24,si_norm,-5.18017,0.7500003619574078
1056,89,2021-06-23,-28,-23,si_norm,-6.90689,1.0
1057,89,2021-06-24,-27,-22,si_norm,-6.90689,1.0
1058,89,2021-06-25,-26,-21,si_norm,-6.2162,0.8999998552170368
1059,89,2021-06-27,-24,-20,si_norm,-6.04353,0.8750001809787038
1060,89,2021-06-28,-23,-19,si_norm,-5.75574,0.8333330920283949
1061,89,2021-06-29,-22,-18,si_norm,-6.04353,0.8750001809787038
1062,89,2021-06-30,-21,-17,si_norm,-6.2162,0.8999998552170368
1063,89,2021-07-01,-20,-16,si_norm,-6.90689,1.0
1064,89,2021-07-02,-19,-15,si_norm,-6.90689,1.0
1065,89,2021-07-03,-18,-14,si_norm,-6.2162,0.8999998552170368
1066,89,2021-07-04,-17,-13,si_norm,-6.90689,1.0
1067,89,2021-07-05,-16,-12,si_norm,-6.90689,1.0
1068,89,2021-07-06,-15,-11,si_norm,-6.90689,1.0
1069,89,2021-07-07,-14,-10,si_norm,-6.90689,1.0
1070,89,2021-07-08,-13,-9,si_norm,-6.90689,1.0
1071,89,2021-07-09,-12,-8,si_norm,-6.90689,1.0
1072,89,2021-07-10,-11,-7,si_norm,-6.90689,1.0
1073,89,2021-07-11,-10,-6,si_norm,-6.90689,1.0
1074,89,2021-07-14,-7,-5,si_norm,-6.90689,1.0
1075,89,2021-07-15,-6,-4,si_norm,-6.90689,1.0
1076,89,2021-07-18,-3,-3,si_norm,-6.90689,1.0
1077,89,2021-07-19,-2,-2,si_norm,-6.90689,1.0
1078,89,2021-07-20,-1,-1,si_norm,-6.90689,1.0
1079,89,2021-07-21,0,0,si_norm,-6.90689,1.0
1080,89,2021-07-24,3,1,si_norm,-2.07207,0.30000043434888934
1081,89,2021-07-27,6,2,si_norm,-5.89964,0.8541673604183648
1082,89,2021-07-30,9,3,si_norm,-6.90689,1.0
1083,89,2021-08-02,12,4,si_norm,-6.90689,1.0
1084,89,2021-08-05,15,5,si_norm,-6.90689,1.0
1085,89,2021-08-08,18,6,si_norm,-6.90689,1.0
1086,89,2021-08-11,21,7,si_norm,-6.73422,0.975000325761667
1087,89,2021-08-15,25,8,si_norm,-6.90689,1.0
1088,89,2021-08-17,27,9,si_norm,-6.90689,1.0
1089,89,2021-06-17,-34,-26,si_raw,960.0,0.24082422089601663
1090,89,2021-06-21,-30,-25,si_raw,0.0,0.0
1091,89,2021-06-22,-29,-24,si_raw,427.94,0.10735241363566808
1092,89,2021-06-23,-28,-23,si_raw,240.0,0.06020605522400416
1093,89,2021-06-24,-27,-22,si_raw,960.0,0.24082422089601663
1094,89,2021-06-25,-26,-21,si_raw,1253.84,0.3145365011752724
1095,89,2021-06-27,-24,-20,si_raw,840.0,0.21072119328401454
1096,89,2021-06-28,-23,-19,si_raw,475.489,0.11928048746836047
1097,89,2021-06-29,-22,-18,si_raw,1628.53,0.4085306963081145
1098,89,2021-06-30,-21,-17,si_raw,1253.84,0.3145365011752724
1099,89,2021-07-01,-20,-16,si_raw,1393.16,0.3494861162328068
1100,89,2021-07-02,-19,-15,si_raw,2880.0,0.7224726626880499
1101,89,2021-07-03,-18,-14,si_raw,1253.84,0.3145365011752724
1102,89,2021-07-04,-17,-13,si_raw,1393.16,0.3494861162328068
1103,89,2021-07-05,-16,-12,si_raw,570.586,0.14313638427518183
1104,89,2021-07-06,-15,-11,si_raw,5162.35,1.2950197049401577
1105,89,2021-07-07,-14,-10,si_raw,1393.16,0.3494861162328068
1106,89,2021-07-08,-13,-9,si_raw,3986.31,1.0
1107,89,2021-07-09,-12,-8,si_raw,5162.35,1.2950197049401577
1108,89,2021-07-10,-11,-7,si_raw,2358.18,0.5915696471172588
1109,89,2021-07-11,-10,-6,si_raw,2358.18,0.5915696471172588
1110,89,2021-07-14,-7,-5,si_raw,2358.18,0.5915696471172588
1111,89,2021-07-15,-6,-4,si_raw,2880.0,0.7224726626880499
1112,89,2021-07-18,-3,-3,si_raw,4566.45,1.145533086990224
1113,89,2021-07-19,-2,-2,si_raw,3986.31,1.0
1114,89,2021-07-20,-1,-1,si_raw,3986.31,1.0
1115,89,2021-07-21,0,0,si_raw,3986.31,1.0
1116,89,2021-07-24,3,1,si_raw,417.947,0.10484558401127861
1117,89,2021-07-27,6,2,si_raw,3900.51,0.9784763352574186
1118,89,2021-07-30,9,3,si_raw,2358.18,0.5915696471172588
1119,89,2021-08-02,12,4,si_raw,2358.18,0.5915696471172588
1120,89,2021-08-05,15,5,si_raw,2880.0,0.7224726626880499
1121,89,2021-08-08,18,6,si_raw,7680.0,1.926593767168133
1122,89,2021-08-11,21,7,si_raw,3886.66,0.9750019441538665
1123,89,2021-08-15,25,8,si_raw,7032.4,1.764137761488695
1124,89,2021-08-17,27,9,si_raw,9685.27,2.429632918664128
1125,90,2021-06-17,-29,-23,blr,0.49548593163490295,0.6873053807654608
1126,90,2021-06-21,-25,-22,blr,0.5399640798568726,0.7490025322841215
1127,90,2021-06-22,-24,-21,blr,0.4538796842098236,0.6295919404779429
1128,90,2021-06-23,-23,-20,blr,0.5949156880378723,0.8252277761773146
1129,90,2021-06-24,-22,-19,blr,0.6778049468994141,0.9402062851235122
1130,90,2021-06-25,-21,-18,blr,0.6606379151344299,0.9163933117361281
1131,90,2021-06-27,-19,-17,blr,0.5600961446762085,0.7769284038231833
1132,90,2021-06-28,-18,-16,blr,0.887499988079071,1.2310814057289763
1133,90,2021-06-29,-17,-15,blr,0.5550529956817627,0.7699328804014637
1134,90,2021-06-30,-16,-14,blr,0.6383572816848755,0.8854870876053783
1135,90,2021-07-01,-15,-13,blr,0.5706582069396973,0.7915793994664353
1136,90,2021-07-02,-14,-12,blr,0.6144006848335266,0.8522560776624089
1137,90,2021-07-03,-13,-11,blr,0.474362850189209,0.6580048363724665
1138,90,2021-07-04,-12,-10,blr,0.47732728719711304,0.6621169077278528
1139,90,2021-07-05,-11,-9,blr,0.4111179709434509,0.5702757142396894
1140,90,2021-07-06,-10,-8,blr,0.640034019947052,0.8878129482527769
1141,90,2021-07-07,-9,-7,blr,0.7928571701049805,1.0997991353529744
1142,90,2021-07-08,-8,-6,blr,0.930272102355957,1.290412059562515
1143,90,2021-07-09,-7,-5,blr,0.6424975395202637,0.8912301800048522
1144,90,2021-07-10,-6,-4,blr,0.9046092629432678,1.2548142625557217
1145,90,2021-07-11,-5,-3,blr,0.7059801816940308,0.9792891111782777
1146,90,2021-07-14,-2,-2,blr,0.7241911888122559,1.004550218270087
1147,90,2021-07-15,-1,-1,blr,0.5582383871078491,0.7743514451420799
1148,90,2021-07-16,0,0,blr,0.8803030848503113,1.2210983365878332
1149,90,2021-07-19,3,1,blr,0.17222221195697784,0.23889528522997602
1150,90,2021-07-21,5,2,blr,0.7459307312965393,1.0347058767274842
1151,90,2021-07-24,8,3,blr,0.7698178291320801,1.0678404822228738
1152,90,2021-07-27,11,4,blr,0.7425210475921631,1.029976188542406
1153,90,2021-07-30,14,5,blr,0.89166659116745,1.236861042524531
1154,90,2021-08-02,17,6,blr,0.8750258088111877,1.2137780475828432
1155,90,2021-08-05,20,7,blr,0.906347393989563,1.2572252832211366
1156,90,2021-08-08,23,8,blr,0.9878571629524231,1.3702902548304678
1157,90,2021-08-11,26,9,blr,0.9833332896232605,1.364015036337835
1158,90,2021-06-17,-29,-23,dist,5.316504955291748,3.267730759461817
1159,90,2021-06-21,-25,-22,dist,5.160100936889648,3.1715987655797706
1160,90,2021-06-22,-24,-21,dist,4.844653129577637,2.977712272173563
1161,90,2021-06-23,-23,-20,dist,3.4806365966796875,2.1393346503247193
1162,90,2021-06-24,-22,-19,dist,2.103609085083008,1.2929599748359222
1163,90,2021-06-25,-21,-18,dist,2.71543025970459,1.6690090688203163
1164,90,2021-06-27,-19,-17,dist,6.467948913574219,3.9754530078029964
1165,90,2021-06-28,-18,-16,dist,0.48750001192092896,0.29963647125099
1166,90,2021-06-29,-17,-15,dist,3.868007183074951,2.3774276815772595
1167,90,2021-06-30,-16,-14,dist,2.5973565578460693,1.5964363785489426
1168,90,2021-07-01,-15,-13,dist,3.38457989692688,2.0802944660167535
1169,90,2021-07-02,-14,-12,dist,2.7381370067596436,1.6829655188609136
1170,90,2021-07-03,-13,-11,dist,4.55131721496582,2.79741660818141
1171,90,2021-07-04,-12,-10,dist,4.563874244689941,2.805134647122791
1172,90,2021-07-05,-11,-9,dist,5.381979942321777,3.3079742334908273
1173,90,2021-07-06,-10,-8,dist,2.3314127922058105,1.4329769948790765
1174,90,2021-07-07,-9,-7,dist,0.918367326259613,0.5644642835357918
1175,90,2021-07-08,-8,-6,dist,0.1734693944454193,0.1066210378474866
1176,90,2021-07-09,-7,-5,dist,2.422015428543091,1.4886648996468463
1177,90,2021-07-10,-6,-4,dist,0.408577561378479,0.25112766303611733
1178,90,2021-07-11,-5,-3,dist,2.218076229095459,1.363315934358715
1179,90,2021-07-14,-2,-2,dist,1.52726411819458,0.9387159381614624
1180,90,2021-07-15,-1,-1,dist,2.7786505222320557,1.7078667014604638
1181,90,2021-07-16,0,0,dist,0.574999988079071,0.3534173603780737
1182,90,2021-07-19,3,1,dist,12.933333396911621,7.949329817025194
1183,90,2021-07-21,5,2,dist,1.4518934488296509,0.8923901928238489
1184,90,2021-07-24,8,3,dist,1.2038828134536743,0.7399532086195759
1185,90,2021-07-27,11,4,dist,1.5062919855117798,0.9258256495911699
1186,90,2021-07-30,14,5,dist,0.4949999749660492,0.3042462402897591
1187,90,2021-08-02,17,6,dist,0.7932471036911011,0.4875605275238878
1188,90,2021-08-05,20,7,dist,0.5893036127090454,0.3622089244917571
1189,90,2021-08-08,23,8,dist,0.03642857074737549,0.02239041666573552
1190,90,2021-08-11,26,9,dist,0.05000000074505806,0.03073194547577996
1191,90,2021-06-17,-29,-23,si,0.191147,0.1531708424595331
1192,90,2021-06-21,-25,-22,si,0.459454,0.36817191089267587
1193,90,2021-06-22,-24,-21,si,0.418509,0.3353616646188365
1194,90,2021-06-23,-23,-20,si,0.433645,0.3474905176558577
1195,90,2021-06-24,-22,-19,si,0.89015,0.7132993215449543
1196,90,2021-06-25,-21,-18,si,0.819841,0.6569589721673167
1197,90,2021-06-27,-19,-17,si,1.11694,0.8950317858859982
1198,90,2021-06-28,-18,-16,si,1.37646,1.1029916127998292
1199,90,2021-06-29,-17,-15,si,0.690859,0.5536024894492227
1200,90,2021-06-30,-16,-14,si,0.774998,0.6210251616005128
1201,90,2021-07-01,-15,-13,si,0.908823,0.7282624606015279
1202,90,2021-07-02,-14,-12,si,0.780512,0.625443666862546
1203,90,2021-07-03,-13,-11,si,0.427019,0.3421809391527325
1204,90,2021-07-04,-12,-10,si,0.334418,0.267977456060687
1205,90,2021-07-05,-11,-9,si,0.503234,0.4032539131363855
1206,90,2021-07-06,-10,-8,si,0.750624,0.6014936695336289
1207,90,2021-07-07,-9,-7,si,2.0319,1.6282119771355306
1208,90,2021-07-08,-8,-6,si,1.7709,1.4190661894331962
1209,90,2021-07-09,-7,-5,si,1.00995,0.8092980394251829
1210,90,2021-07-10,-6,-4,si,1.51467,1.2137427212992147
1211,90,2021-07-11,-5,-3,si,1.41318,1.1324162615524334
1212,90,2021-07-14,-2,-2,si,1.17931,0.9450104172231423
1213,90,2021-07-15,-1,-1,si,1.0931,0.875928201292804
1214,90,2021-07-16,0,0,si,1.47139,1.1790613814840536
1215,90,2021-07-19,3,1,si,0.517275,0.41450531545488545
1216,90,2021-07-21,5,2,si,1.22825,0.9842272557294728
1217,90,2021-07-24,8,3,si,1.31203,1.0513622522570651
1218,90,2021-07-27,11,4,si,1.28517,1.0298386665954378
1219,90,2021-07-30,14,5,si,1.72112,1.3791762380469041
1220,90,2021-08-02,17,6,si,1.82965,1.466144024787649
1221,90,2021-08-05,20,7,si,1.6178,1.2963833538116352
1222,90,2021-08-08,23,8,si,1.92907,1.5458117420802393
1223,90,2021-08-11,26,9,si,1.75201,1.4039291628826327
1224,90,2021-06-17,-29,-23,si_norm,-6.90689,1.0
1225,90,2021-06-21,-25,-22,si_norm,-5.32406,0.7708331825177468
1226,90,2021-06-22,-24,-21,si_norm,-6.90689,1.0
1227,90,2021-06-23,-23,-20,si_norm,-6.90689,1.0
1228,90,2021-06-24,-22,-19,si_norm,-6.90689,1.0
1229,90,2021-06-25,-21,-18,si_norm,-6.50842,0.9423083326938753
1230,90,2021-06-27,-19,-17,si_norm,-4.31681,0.6250005429361117
1231,90,2021-06-28,-18,-16,si_norm,-6.56155,0.950000651523334
1232,90,2021-06-29,-17,-15,si_norm,-6.90689,1.0
1233,90,2021-06-30,-16,-14,si_norm,-6.67666,0.966666618405679
1234,90,2021-07-01,-15,-13,si_norm,-6.90689,1.0
1235,90,2021-07-02,-14,-12,si_norm,-6.90689,1.0
1236,90,2021-07-03,-13,-11,si_norm,-6.90689,1.0
1237,90,2021-07-04,-12,-10,si_norm,-6.90689,1.0
1238,90,2021-07-05,-11,-9,si_norm,-6.90689,1.0
1239,90,2021-07-06,-10,-8,si_norm,-6.81601,0.9868421243135479
1240,90,2021-07-07,-9,-7,si_norm,-6.66022,0.9642863864923287
1241,90,2021-07-08,-8,-6,si_norm,-6.66022,0.9642863864923287
1242,90,2021-07-09,-7,-5,si_norm,-6.90689,1.0
1243,90,2021-07-10,-6,-4,si_norm,-6.77407,0.9807699268411688
1244,90,2021-07-11,-5,-3,si_norm,-6.90689,1.0
1245,90,2021-07-14,-2,-2,si_norm,-6.90689,1.0
1246,90,2021-07-15,-1,-1,si_norm,-6.90689,1.0
1247,90,2021-07-16,0,0,si_norm,-6.90689,1.0
1248,90,2021-07-19,3,1,si_norm,-1.34301,0.1944449672718112
1249,90,2021-07-21,5,2,si_norm,-6.90689,1.0
1250,90,2021-07-24,8,3,si_norm,-6.90689,1.0
1251,90,2021-07-27,11,4,si_norm,-6.90689,1.0
1252,90,2021-07-30,14,5,si_norm,-6.90689,1.0
1253,90,2021-08-02,17,6,si_norm,-6.90689,1.0
1254,90,2021-08-05,20,7,si_norm,-6.90689,1.0
1255,90,2021-08-08,23,8,si_norm,-6.90689,1.0
1256,90,2021-08-11,26,9,si_norm,-6.90689,1.0
1257,90,2021-06-17,-29,-23,si_raw,8338.42,2.4051908893104486
1258,90,2021-06-21,-25,-22,si_raw,3979.31,1.1478193899733955
1259,90,2021-06-22,-24,-21,si_raw,3986.31,1.1498385178447637
1260,90,2021-06-23,-23,-20,si_raw,5162.35,1.489063538108154
1261,90,2021-06-24,-22,-19,si_raw,4566.45,1.3171780668869757
1262,90,2021-06-25,-21,-18,si_raw,5439.65,1.569049846498207
1263,90,2021-06-27,-19,-17,si_raw,870.723,0.25115729679160576
1264,90,2021-06-28,-18,-16,si_raw,1323.5,0.3817593911079531
1265,90,2021-06-29,-17,-15,si_raw,3423.52,0.9875035214551565
1266,90,2021-06-30,-16,-14,si_raw,6797.99,1.960858725468798
1267,90,2021-07-01,-15,-13,si_raw,3986.31,1.1498385178447637
1268,90,2021-07-02,-14,-12,si_raw,6396.36,1.8450098216148598
1269,90,2021-07-03,-13,-11,si_raw,3986.31,1.1498385178447637
1270,90,2021-07-04,-12,-10,si_raw,3986.31,1.1498385178447637
1271,90,2021-07-05,-11,-9,si_raw,3986.31,1.1498385178447637
1272,90,2021-07-06,-10,-8,si_raw,9557.84,2.756928733439546
1273,90,2021-07-07,-9,-7,si_raw,2273.96,0.6559165734823129
1274,90,2021-07-08,-8,-6,si_raw,6167.92,1.779117025766956
1275,90,2021-07-09,-7,-5,si_raw,9685.27,2.793685514103608
1276,90,2021-07-10,-6,-4,si_raw,5661.67,1.6330908136412277
1277,90,2021-07-11,-5,-3,si_raw,2880.0,0.830726895648587
1278,90,2021-07-14,-2,-2,si_raw,2880.0,0.830726895648587
1279,90,2021-07-15,-1,-1,si_raw,2358.18,0.6802095662432587
1280,90,2021-07-16,0,0,si_raw,5162.35,1.489063538108154
1281,90,2021-07-19,3,1,si_raw,186.667,0.05384350605209542
1282,90,2021-07-21,5,2,si_raw,4566.45,1.3171780668869757
1283,90,2021-07-24,8,3,si_raw,3423.52,0.9875035214551565
1284,90,2021-07-27,11,4,si_raw,2880.0,0.830726895648587
1285,90,2021-07-30,14,5,si_raw,3986.31,1.1498385178447637
1286,90,2021-08-02,17,6,si_raw,11068.6,3.192702679574983
1287,90,2021-08-05,20,7,si_raw,8338.42,2.4051908893104486
1288,90,2021-08-08,23,8,si_raw,10372.6,2.9919436797932413
1289,90,2021-08-11,26,9,si_raw,3986.31,1.1498385178447637
1290,91,2021-06-17,-34,-25,blr,0.5332720875740051,0.6886009921635275
1291,91,2021-06-21,-30,-24,blr,0.43621692061424255,0.5632760673823958
1292,91,2021-06-22,-29,-23,blr,0.39672887325286865,0.5122861333032585
1293,91,2021-06-23,-28,-22,blr,0.42798101902008057,0.5526412523578533
1294,91,2021-06-24,-27,-21,blr,0.4391041398048401,0.5670042617611483
1295,91,2021-06-25,-26,-20,blr,0.4555155038833618,0.5881958482899644
1296,91,2021-06-27,-24,-19,blr,0.4672529995441437,0.6033521847003298
1297,91,2021-06-28,-23,-18,blr,0.4029214382171631,0.5202824385249498
1298,91,2021-06-29,-22,-17,blr,0.42363497614860535,0.5470293152191638
1299,91,2021-06-30,-21,-16,blr,0.44651272892951965,0.5765707887567663
1300,91,2021-07-01,-20,-15,blr,0.4362950921058655,0.5633770082865697
1301,91,2021-07-02,-19,-14,blr,0.4382297396659851,0.5658751705951308
1302,91,2021-07-03,-18,-13,blr,0.44289448857307434,0.5718986449161445
1303,91,2021-07-04,-17,-12,blr,0.46223849058151245,0.5968770739129092
1304,91,2021-07-05,-16,-11,blr,0.49817955493927,0.6432868770000256
1305,91,2021-07-06,-15,-10,blr,0.4987022280693054,0.6439617918217575
1306,91,2021-07-07,-14,-9,blr,0.5516923666000366,0.7123866406323198
1307,91,2021-07-08,-13,-8,blr,0.562802255153656,0.7267325635844317
1308,91,2021-07-09,-12,-7,blr,0.47494661808013916,0.613286763090351
1309,91,2021-07-10,-11,-6,blr,0.43465057015419006,0.5612534779650971
1310,91,2021-07-14,-7,-5,blr,0.37655794620513916,0.48623991655654547
1311,91,2021-07-16,-5,-4,blr,0.43642789125442505,0.5635484885263711
1312,91,2021-07-18,-3,-3,blr,0.5662608742713928,0.7311985924869079
1313,91,2021-07-19,-2,-2,blr,0.8472252488136292,1.0940009059410873
1314,91,2021-07-20,-1,-1,blr,0.6413512229919434,0.8281608934130756
1315,91,2021-07-21,0,0,blr,0.8347083926200867,1.0778382006458371
1316,91,2021-07-24,3,1,blr,0.7320237755775452,0.9452441068932491
1317,91,2021-07-27,6,2,blr,0.7079616189002991,0.9141732420427678
1318,91,2021-07-30,9,3,blr,0.7585069537162781,0.9794411765822645
1319,91,2021-08-02,12,4,blr,0.6568022966384888,0.848112480775177
