spheres,spheres_rel,spheres_lesion,spheres_lesion_rel,lesion_vol,lesion_vol_rel,spheres_extrap,spheres_rel_extrap,spheres_lesion_extrap,spheres_lesion_rel_extrap,region,mouse_id
2.0,0.18181818181818182,0.0,0.0,0.0,0.0,10.48064225375731,0.9527856594324828,0.0,0.0,hippocampal_formation,33
61.0,0.13707865168539327,41.0,0.148014440433213,0.07504264,0.007821137380990844,446.83079762959926,1.0041141519766277,300.32889676743554,1.08421984392576,hippocampal_formation,41
8.0,0.36363636363636365,2.0,0.5,0.020522700000000005,0.002138928696123442,38.4874434715674,1.7494292487076093,9.62186086789185,2.4054652169729627,hippocampal_formation,83
28.0,0.12556053811659193,11.0,0.09482758620689655,0.036024600000000004,0.0037545766739448773,154.08829259165503,0.6909788905455383,60.53468637529305,0.5218507446145952,hippocampal_formation,85
5.0,0.058823529411764705,0.0,0.0,0.031130400000000003,0.0032444905339843776,23.645916586664647,0.27818725396076055,0.0,0.0,hippocampal_formation,86
1.0,0.03125,0.0,0.0,0.0009855,0.00010271135035982846,4.605790399690491,0.14393094999032785,0.0,0.0,hippocampal_formation,89
38.0,0.0824295010845987,11.0,0.04602510460251046,0.014877000000000001,0.001550519288993575,171.59164800231198,0.37221615618722775,49.67126652698505,0.20782956705851485,hippocampal_formation,90
7.0,0.18421052631578946,3.0,0.21428571428571427,0.0,0.0,30.21865354313713,0.7952277248193981,12.95085151848734,0.9250608227490957,hippocampal_formation,93
4.0,0.25,1.0,0.3333333333333333,0.0022395,0.0002334064628420455,17.813007949054796,1.1133129968159248,4.453251987263699,1.4844173290878997,hippocampal_formation,95
1.0,0.05555555555555555,,,,,3.089776547360095,0.1716542526311164,,,hippocampal_formation,108
3.0,0.25,,,,,9.739058168148086,0.8115881806790072,,,hippocampal_formation,111
12.0,0.16666666666666666,,,,,37.35780684768599,0.5188584284400832,,,hippocampal_formation,112
19.0,0.24358974358974358,,,,,60.75353569589978,0.7788914832807664,,,hippocampal_formation,113
19.0,0.2111111111111111,,,,,68.2047434604215,0.7578304828935722,,,hippocampal_formation,114
1.0,0.08333333333333333,,,,,3.4295434591747145,0.2857952882645595,,,hippocampal_formation,115
3.0,0.1111111111111111,,,,,9.422939203196261,0.3489977482665282,,,hippocampal_formation,116
13.0,0.1511627906976744,,,,,38.703723000431694,0.4500432907026941,,,hippocampal_formation,121
2.0,0.3333333333333333,,,,,6.184942139866282,1.0308236899777137,,,hippocampal_formation,122
0.0,0.0,,,,,0.0,0.0,,,hippocampal_formation,110
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,hippocampal_formation,91
6.0,0.5454545454545455,0.0,0.0,0.0,0.0,31.44192676127193,2.8583569782974485,0.0,0.0,other,33
379.0,0.851685393258427,236.0,0.851985559566787,0.378226,0.02409823413038216,2776.211021338002,6.238676452444948,1728.7224301735316,6.240875199182424,other,41
14.0,0.6363636363636364,2.0,0.5,0.02611,0.0010494431814424127,67.35302607524295,3.061501185238316,9.62186086789185,2.4054652169729627,other,83
195.0,0.874439461883408,105.0,0.9051724137931034,0.1495062,0.008554481882545178,1073.1148948347404,4.812174416299284,577.8310972187063,4.981302562230227,other,85
80.0,0.9411764705882353,23.0,1.0,0.0357316,0.00249963916362955,378.33466538663436,4.450996063372169,108.77121629865738,4.72918331733293,other,86
31.0,0.96875,7.0,0.9999999999999999,0.0391965,0.0015093592079607147,142.7795023904052,4.461859449700163,32.24053279783344,4.60579039969049,other,89
419.0,0.9088937093275489,228.0,0.9539748953974895,0.47038450000000004,0.03236573890802738,1892.0236977097031,4.104172880064432,1029.5498880138719,4.307740117212853,other,90
7.0,0.9999999999999998,4.0,1.0,0.017613200000000002,0.0006671110740771603,30.26464268265793,4.323520383236846,17.294081532947388,4.323520383236847,other,91
31.0,0.8157894736842105,11.0,0.7857142857142856,0.0110775,0.000419567308784874,133.82546569103584,3.521722781343049,47.48645556778692,3.3918896834133507,other,93
12.0,0.75,2.0,0.6666666666666666,0.029989500000000002,0.0011358712531531463,53.43902384716439,3.3399389904477745,8.906503974527398,2.9688346581757994,other,95
17.0,0.9444444444444445,,,,,52.52620130512162,2.918122294728979,,,other,108
19.0,1.0,,,,,61.84070485384438,3.25477393967602,,,other,110
9.0,0.7499999999999999,,,,,29.21717450444426,2.4347645420370214,,,other,111
60.0,0.8333333333333333,,,,,186.78903423842996,2.594292142200416,,,other,112
59.0,0.7564102564102564,,,,,188.65571610832038,2.4186630270297482,,,other,113
70.0,0.7777777777777778,,,,,251.2806338015529,2.7920070422394767,,,other,114
10.0,0.8333333333333333,,,,,34.295434591747146,2.8579528826455953,,,other,115
23.0,0.8518518518518517,,,,,72.24253389117133,2.675649403376716,,,other,116
72.0,0.8372093023255813,,,,,214.35908123316017,2.4925474561995364,,,other,121
4.0,0.6666666666666666,,,,,12.369884279732563,2.0616473799554274,,,other,122
